text,contextual_chunk
"{'date': 'Feb 23, 2024 | 9:00 pm - 10:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Select Start Improv Show'}","A comedy show called ""Select Start Improv Show"" is scheduled to take place at the Arcade Comedy Theater in Pittsburgh from 9:00 pm to 10:30 pm on February 23, 2024."
"{'date': 'Aug 30, 2024 | 9:00 pm - 11:00 pm', 'description': 'Get ready for laughs with an all-star cast in the outrageous improv comedy show, Wet Hot Improv Summer.', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Get ready for laughs with an all-star cast in the outrageous improv comedy show, Wet Hot Improv Summer. It’s the last day of Camp Arcade’s season, but there’s still time for the big comedy show, a little romance… and for everyone to be wiped out by the piece of NASA’s Skylab that’s hurtling toward Earth… Audience suggestions will inspire the evening of short form fast-paced improv. So grab your camping gear, ready your swaps, and head to Camp Arcade for the big hoorah!', 'event_name': 'Select Start Improv Show'}","A comedic improv show featuring an all-star cast at Camp Arcade, with audience participation and a space-themed plot."
"{'date': 'Feb 23, 2024 | 8:00 pm - 9:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Comedian Chris Higgins'}","Comedian Chris Higgins will perform at the Arcade Comedy Theater in Pittsburgh from 8:00 pm to 9:30 pm on February 23, 2024."
"{'date': 'Feb 23, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Strictly Comedy'}","A comedy event at the Arcade Comedy Theater on February 23, 2024."
"{'date': 'Apr 26, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Strictly Comedy'}","A comedy event at the Arcade Comedy Theater on April 26, 2024."
"{'date': 'Jun 28, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Strictly Comedy'}","A comedy event at the Arcade Comedy Theater on June 28, 2024."
"{'date': 'Feb 23, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Feb 16, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 61', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Feb 9, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Feb 2, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Mar 29, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Mar 22, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': ""Let's Speak English!""}",A free English speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Mar 15, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Mar 8, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Mar 1, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}","A fun, relaxed discussion group for practicing English speaking skills at Carnegie Library Pittsburgh."
"{'date': 'Apr 26, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Apr 19, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Apr 12, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Apr 5, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'May 31, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'May 24, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Car 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group open to all.
"{'date': 'May 17, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'May 10, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'May 3, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Jun 28, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Jun 21, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors. This group is open to everyone.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': ""Let's Speak English!""}",A free English speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Jun 14, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}",A free English-speaking practice group at Carnegie Library Pittsburgh.
"{'date': 'Jun 7, 2024 | 12:00 pm - 1:00 pm', 'description': 'Let’s Speak English is a fun, relaxed discussion group where participants get a chance to practice English speaking skills with friendly neighbors.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This group is open to everyone.', 'event_name': ""Let's Speak English!""}","A free, relaxed discussion group for practicing English speaking skills at Carnegie Library Pittsburgh."
"{'date': 'Oct 4, 2024 | 12:00 pm - 1:00 pm', 'description': 'This is a relaxed, social discussion group where participants can freely practice their English-speaking skills with friendly neighbors. For English language learners looking to practice with other learners.', 'category': 'Community,, Workshops & Classes', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': ""Let's Speak English!""}","A relaxed, social discussion group for English language learners to practice speaking skills with friendly neighbors."
"{'date': 'Feb 23, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'Feb 9, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'Mar 22, 2024 | 8:00 am - 5:00 pm', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'Apr 26, 2024 | 8:00 am - 5:00 pm', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'May 24, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'Jun 14, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at Carnegie Library Pittsburgh featuring a coffee hour.
"{'date': 'Aug 9, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A coffee hour event at the Carnegie Library of Pittsburgh Downtown.
"{'date': 'Sep 13, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A free community event at the Carnegie Library of Pittsburgh Downtown featuring a coffee hour.
"{'date': 'Oct 11, 2024 | 10:00 am - 11:00 am', 'description': 'Join us for a fun and engaging social program.', 'category': 'Community', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Library Lounge: Coffee Hour'}",A coffee hour event at the Carnegie Library of Pittsburgh Downtown.
"{'date': 'Feb 23, 2024 | 6:00 pm - 7:00 pm', 'description': 'Emmy Award winner, director, writer, and activist, Emmai Alaquiva and Jessica Lanay meet for another LIT Friday conversation about Alaquiva’s latest groundbreaking documentary focused on Black maternity and reproductive rights, The Ebony Canal.', 'category': 'Free event,, Online & Virtual Events', 'venue': 'Virtual Event', 'more_details': 'Lit Fridays is a literary-focused, virtual salon presented by the August Wilson African American Cultural Center, featuring conversations and guest performances on the last Friday* of each month at 6:00p EST via Facebook Live and Zoom Webinar. All conversations are moderated by AWAACC Literary Curator, Jessica Lanay.   Emmy Award winner, director, writer, and activist, Emmai Alaquiva and Jessica Lanay meet for another LIT Friday conversation about Alaquiva’s latest groundbreaking documentary focused on Black maternity and reproductive rights, The Ebony Canal . Lit Fridays is a literary-focused, virtual salon presented by the August Wilson African American Cultural Center, featuring conversations and guest performances on the last Friday* of each month at 6:00p EST via Facebook Live and Zoom Webinar. All conversations are moderated by AWAACC Literary Curator, Jessica Lanay. EMMAI ALAQUIVA Emmy Award-Winning Filmmaker | Photographer | Poet | Multidisciplinary Artist Emmai Alaquiva is manufacturing the future of digital art across the multiverse of mindful media. “The sky is not the limit,” says Alaquiva, a four-time Emmy Award-winning film director, photographer and AWAACC B.U.I.L.D artist-in-residence launched a national exhibit of photography, film, mixed media, and augmented reality called OPTICVOICES : Mama’s Boys. ', 'event_name': 'Lit Friday: Emmai Alaquiva'}",Lit Friday: Emmai Alaquiva discusses her groundbreaking documentary on Black maternity and reproductive rights.
"{'date': 'Feb 23, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to stretch the limits of what the 3D printers in the Fab Lab can do!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 a', 'more_details': 'Turn 2D objects into 3D objects using 3D-design software, then design interlocking shapes that can be printed in one piece to create your own customized chain and charm! Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for theÂ workshop.', 'event_name': 'Designing for the 3D Printer'}",A family-friendly workshop teaching how to turn 2D objects into 3D designs using 3D-printing technology.
"{'date': 'Feb 22, 2024 | 5:00 pm - 8:00 pm', 'description': ""Let's create programming for the Women's Press Club of Pittsburgh's feature in the Heinz History Center's upcoming exhibit."", 'category': 'Free event,, Workshops & Classes', 'venue': 'Benedum-Trees Building 223 Fourth Ave Pittsburgh, PA 15222', 'more_details': ""Did you know that the Women's Press Club of Pittsburgh is the second oldest in the nation? We're honored to have the club's history celebrated in the Heinz History Center's upcoming women's exhibit. This feature gives us a unique opportunity to hold programming throughout the year, and we need your help! Join the Women's Press Club for a brainstorming session at the Pittsburgh Media Hub!"", 'event_name': ""Women's Press Club Brainstorming Session""}",A free event where the Women's Press Club of Pittsburgh will host a brainstorming session at the Pittsburgh Media Hub to celebrate their history in the Heinz History Center's upcoming exhibit.
"{'date': 'Feb 22, 2024 | 5:00 pm - 8:00 pm', 'description': '', 'category': 'Entertainment,, Music', 'venue': 'Revel 242 Forbes Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'John Charney'}","John Charney's music event at Revel 242 Forbes Ave in Pittsburgh, PA."
"{'date': 'Apr 11, 2024 | 5:00 pm - 8:00 pm', 'description': '', 'category': 'Music', 'venue': 'Revel 242 Forbes Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'John Charney'}","John Charney's music event at Revel 242 Forbes Ave in Pittsburgh, PA."
"{'date': 'Feb 22, 2024 | 7:30 pm - 9:00 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pgh Improv Jam w Well Known Strangers'}",A comedy improv event featuring well-known comedians.
"{'date': 'Feb 22, 2024 | 3:30 pm - 4:30 pm', 'description': 'Choose your own adventure!', 'category': 'Community,, Family,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'Continue a Kids Club activity; explore the supplies, toys and games in the children’s space; or teach other kids something you love. Children’s Services staff will be there to support you. For kids in grades K-5.', 'event_name': 'Kids Choice'}","A free event for kids aged K-5, hosted by Carnegie Library Pittsburgh, where they can choose their own adventure in the children's space."
"{'date': 'Feb 8, 2024 | 3:30 pm - 4:30 pm', 'description': 'Choose your own adventure!', 'category': 'Community,, Family,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'Continue a Kids Club activity; explore the supplies, toys and games in the children’s space; or teach other kids something you love. Children’s Services staff will be there to support you. For kids in grades K-5.', 'event_name': 'Kids Choice'}","A free event for kids aged K-5, hosted by Carnegie Library Pittsburgh, where they can choose their own adventure in the children's space."
"{'date': 'Feb 22, 2024 | 5:00 pm - 6:30 pm', 'description': 'Join us for the Pittsburgh launch of Highrises Art Deco: 100 Spectacular Skyscrapers from the Roaring ’20s to the Great Depression, a book by Pittsburgh writer Mark Houser and Philadelphia artist Chris Hytha, as they discuss their love and passion for distinctive architecture and describe how they created their new book, which features some of America’s most stunning Art Deco skyscrapers.', 'category': 'Community,, Workshops & Classes', 'venue': ""Ollie's Gastropub - Embassy Suites by Hilton Pittsburgh Downtown 535 Smithfield Street Pittsburgh, PA 15222"", 'more_details': 'During this presentation, you will learn about how they started this ambitious art and history project to showcase underappreciated architectural landmarks from across the United States, using Hytha’s beautiful bird’s-eye drone scans and Houser’s captivating tales of the people and the historic influence they had in the construction of these marvelous buildings. Launched as a Kickstarter project, the oversize coffee table book was fully funded in 24 hours and has won rave reviews from the Chicago Sun-Times , San Francisco Magazine , PetaPixel, and TimeOut, among others. Join us at Ollie’s— the bar and lounge of the Embassy Suites— on the top floor of the historic Oliver Building in Downtown Pittsburgh. Signed books and prints featuring Pittsburgh historic skyscrapers will be available at the event for 20% off the regular price. Hors d’oeuvres will be served Drinks and other refreshments available for purchase at the bar. Two prizes available: As part of this event, the authors will give away a signed copy of Highrises Art Deco and a pair of tickets for Mark Houser’s Antique Skyscrapers Rooftop Views tours this summer. About the authors : Mark Houser is a Pittsburgh writer and speaker, and gives rooftop tours of Pittsburgh’s antique skyscrapers each summer and fall. Chris Hytha is a Philadelphia designer, photographer, and visual artist with a degree in architecture from Drexel University.', 'event_name': 'Book Event: Art Deco Skyscrapers'}","A book event featuring Pittsburgh writer Mark Houser and Philadelphia artist Chris Hytha discussing their book ""Highrises Art Deco: 100 Spectacular Skyscrapers"" and showcasing Art Deco skyscrapers."
"{'date': 'Feb 21, 2024 | 6:00 pm - 10:00 pm', 'description': 'Featuring DRAIN, Bearings, and Higher Power', 'category': 'Entertainment,, Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Neck Deep'}","Neck Deep's concert featuring DRAIN, Bearings, and Higher Power on Feb 21, 2024 at Stage AE 400 in Pittsburgh, PA."
"{'date': 'Feb 21, 2024 - Feb 25, 2024', 'description': 'In 1905 New York City, Esther, a Black seamstress lives in a woman’s boarding house sewing “intimate apparel” with buyers ranging from rich white patrons to Black prostitutes.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Highmark Theater 350 Forbes Avenue Pittsburgh, PA 15222', 'more_details': 'As women marry and leave the boarding house, Esther is caught dreaming of a husband and a life where she runs a beauty parlor with the money she has been saving. Will dreams and love win out in this drama written by two-time Â Pulitzer Prize winner Lynn Nottage ?', 'event_name': 'Intimate Apparel'}",A drama about a Black seamstress in New York City dreaming of a life with a husband and a beauty parlor.
"{'date': 'Feb 21, 2024 | 5:30 pm - 7:00 pm', 'description': 'Discover how art provides imprisoned people with a voice during the 10th Annual Black History Month Lecture.', 'category': 'Arts + Culture,, Workshops & Classes', 'venue': 'Heinz History Center 1212 Smallman Street Pittsburgh, PA 15222', 'more_details': 'Presented by the History Center’s African American Program, this in-person lecture featuring Dr. Nicole R. Fleetwood will discuss how art can heal and humanize in the age of mass incarceration. More than two million people are currently behind bars in the United States. According to Dr. Nicole R. Fleetwood, incarceration not only separates the imprisoned from their families and communities, but it exposes them to deprivation, abuse, and arbitrary cruelties of the criminal justice system. Despite that, many of America’s prisons are filled with art. Despite the isolation and degradation they may experience, the incarcerated are driven to assert their humanity in the face of a system that dehumanizes them. A MacArthur Genius Fellow, curator, art critic, and author of the award-winning “Marking Time: Art in the Age of Mass Incarceration,” Dr. Nicole R. Fleetwood will reveal her unique perspective on how the imprisoned use art to express the visual culture of incarceration and its current impact on contemporary art. Dr. Fleetwood’s lecture will be followed by a Q&A session with the audience and a book signing.  $10 General Admission $5 Members Free for Students with a Valid ID This program will take place in the Mueller Center on the museum’s 5th Floor. Nicole R. Fleetwood is the inaugural James Weldon Johnson Professor of Media, Culture, and Communication in the Steinhardt School at New York University. A MacArthur Fellow, she is a writer, curator, and art critic whose interests are contemporary Black diasporic art and visual culture, photography studies, art and public practice, performance studies, gender and feminist studies, Black cultural history, creative nonfiction, prison abolition and carceral studies, and poverty studies.  She is the author “Marking Time: Art in the Age of Mass Incarceration” (Harvard University Press, 2020), winner of the National Book Critics Award in Criticism, the John Hope Franklin Publication Prize of the American Studies Association, the Susanne M. Glasscock Humanities Book Prize for Interdisciplinary Scholarship, and both the Charles Rufus Morey Book Award in art history and the Frank Jewett Mather Award in art criticism. She is also the curator of the traveling exhibition, Marking Time: Art in the Era of Mass Incarceration, which debuted at MoMA PS1 (Sept. 17, 2020-April 5, 2021). The exhibition was listed as “one of the most important art moments in 2020” by The New York Times and among the best shows of the year by The New Yorker and Hyperallergic. ', 'event_name': 'Art in the Age of Mass Incarceration with Dr. Nicole R. Fleetwood'}",A 10th Annual Black History Month Lecture on how art provides a voice for imprisoned people during mass incarceration.
"{'date': 'Feb 21, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12. This event is part of our Black History Month 2024 programming.', 'event_name': 'Teen Time'}","Teen Time is a free event for teens aged 6-12, hosted at Carnegie Library Pittsburgh, focusing on hands-on projects, epic games, music, and relaxation."
"{'date': 'Feb 7, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12. This event is part of our Black History Month 2024 programming.', 'event_name': 'Teen Time'}","Teen Time is a free event for teens aged 6-12, hosted at Carnegie Library Pittsburgh, focusing on hands-on projects, epic games, music, books, and relaxation, part of Black History Month 2024 programming."
"{'date': 'Mar 20, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12.', 'event_name': 'Teen Time'}",Teen Time is a free event for teens aged 6-12 at Carnegie Library Pittsburgh.
"{'date': 'Mar 6, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12.', 'event_name': 'Teen Time'}",Teen Time is a free event for teens aged 6-12 at Carnegie Library Pittsburgh.
"{'date': 'Apr 17, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time', 'category': 'Community,, Family,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12.', 'event_name': 'Teen Time'}",Teen Time is a free event for teens aged 6-12 at Carnegie Library Pittsburgh.
